Nama,Masuk,Keluar,Duration,Coba
DeleteAllPostgreSQL,18:38:01,18:38:01,0.506,27
DeleteAllPostgreSQL,18:38:08,18:38:08,1.475,28
DeleteAllPostgreSQL,18:39:00,18:39:00,1.396,29
DeleteAllPostgreSQL,18:39:11,18:39:11,0.509,30
DeleteByIDJSON,18:15:11,18:15:11,4.996,1
DeleteByIDJSON,18:15:17,18:15:17,3.943,2
DeleteByIDJSON,18:15:24,18:15:24,5.019,3
DeleteByIDJSON,18:15:29,18:15:29,4.433,4
DeleteByIDJSON,18:15:33,18:15:33,4.181,5
DeleteByIDJSON,18:15:36,18:15:36,4.668,6
DeleteByIDJSON,18:15:39,18:15:39,3.838,7
DeleteByIDJSON,18:15:42,18:15:42,4.333,8
DeleteByIDJSON,18:15:45,18:15:45,4.003,9
DeleteByIDJSON,18:15:48,18:15:48,4.622,10
DeleteByIDJSON,18:15:50,18:15:50,4.270,11
DeleteByIDJSON,18:15:56,18:15:56,3.939,12
DeleteByIDJSON,18:16:00,18:16:00,4.436,13
DeleteByIDJSON,18:16:05,18:16:05,4.343,14
DeleteByIDJSON,18:16:11,18:16:11,4.459,15
DeleteByIDJSON,18:16:14,18:16:14,4.522,16
DeleteByIDJSON,18:16:17,18:16:17,3.508,17
DeleteByIDJSON,18:16:21,18:16:21,3.847,18
DeleteByIDJSON,18:16:24,18:16:24,4.513,19
DeleteByIDJSON,18:16:29,18:16:29,4.658,20
DeleteByIDJSON,18:16:34,18:16:34,4.360,21
DeleteByIDJSON,18:16:38,18:16:38,4.105,22
DeleteByIDJSON,18:16:43,18:16:43,3.846,23
DeleteByIDJSON,18:16:46,18:16:46,4.354,24
DeleteByIDJSON,18:16:50,18:16:50,4.057,25
DeleteByIDJSON,18:16:53,18:16:53,4.518,26
DeleteByIDJSON,18:17:00,18:17:00,3.778,27
DeleteByIDJSON,18:17:16,18:17:16,4.752,28
DeleteByIDJSON,18:17:18,18:17:18,4.850,29
DeleteByIDJSON,18:17:22,18:17:22,4.391,30
DeleteByIDPostgreSQL,16:51:27,16:51:27,0.509,1
DeleteByIDPostgreSQL,16:51:30,16:51:30,1.114,2
DeleteByIDPostgreSQL,16:51:36,16:51:36,1.175,3
DeleteByIDPostgreSQL,16:51:39,16:51:39,0.639,4
DeleteByIDPostgreSQL,16:52:44,16:52:44,0.748,5
DeleteByIDPostgreSQL,16:52:51,16:52:51,1.085,6
DeleteByIDPostgreSQL,16:52:55,16:52:55,0.510,7
DeleteByIDPostgreSQL,16:52:59,16:52:59,0.513,8
DeleteByIDPostgreSQL,16:53:01,16:53:01,1.195,9
DeleteByIDPostgreSQL,16:53:04,16:53:04,1.522,10
DeleteByIDPostgreSQL,16:53:07,16:53:07,0.509,11
DeleteByIDPostgreSQL,16:53:10,16:53:10,1.086,12
DeleteByIDPostgreSQL,16:53:13,16:53:13,1.234,13
DeleteByIDPostgreSQL,16:53:16,16:53:16,0.854,14
DeleteByIDPostgreSQL,16:53:27,16:53:27,1.144,15
DeleteByIDPostgreSQL,16:53:31,16:53:31,1.098,16
DeleteByIDPostgreSQL,16:53:33,16:53:33,1.119,17
DeleteByIDPostgreSQL,16:53:39,16:53:39,1.109,18
DeleteByIDPostgreSQL,16:53:42,16:53:42,1.195,19
DeleteByIDPostgreSQL,16:53:50,16:53:50,0.508,20
DeleteByIDPostgreSQL,16:53:53,16:53:53,1.120,21
DeleteByIDPostgreSQL,16:54:12,16:54:12,0.509,22
DeleteByIDPostgreSQL,16:54:15,16:54:15,0.505,23
DeleteByIDPostgreSQL,16:54:18,16:54:18,1.236,24
DeleteByIDPostgreSQL,16:54:22,16:54:22,0.506,25
DeleteByIDPostgreSQL,16:54:25,16:54:25,0.508,26
DeleteByIDPostgreSQL,16:54:31,16:54:31,0.663,27
DeleteByIDPostgreSQL,16:54:34,16:54:34,1.079,28
DeleteByIDPostgreSQL,16:54:36,16:54:36,1.162,29
DeleteByIDPostgreSQL,16:54:41,16:54:41,1.060,30
GetAllJSON,17:57:49,17:57:49,3.495,1
GetAllJSON,17:58:22,17:58:22,2.769,2
GetAllJSON,17:59:06,17:59:06,3.708,3
GetAllJSON,17:59:28,17:59:28,2.973,4
GetAllJSON,18:00:00,18:00:00,2.924,5
GetAllJSON,18:00:56,18:00:56,3.446,6
GetAllJSON,18:00:57,18:00:57,2.945,7
GetAllJSON,18:08:48,18:08:48,3.997,8
GetAllJSON,18:08:49,18:08:49,2.955,9
GetAllJSON,18:08:50,18:08:50,3.869,10
GetAllJSON,18:08:51,18:08:51,2.761,11
GetAllJSON,18:08:51,18:08:51,2.549,12
GetAllJSON,18:08:52,18:08:52,3.165,13
GetAllJSON,18:08:53,18:08:53,3.325,14
GetAllJSON,18:08:54,18:08:54,2.846,15
GetAllJSON,18:08:55,18:08:55,4.366,16
GetAllJSON,18:08:56,18:08:56,4.077,17
GetAllJSON,18:09:00,18:09:00,3.748,18
GetAllJSON,18:09:01,18:09:01,3.868,19
GetAllJSON,18:09:02,18:09:02,4.208,20
GetAllJSON,18:09:02,18:09:02,3.745,21
GetAllJSON,18:09:03,18:09:03,3.497,22
GetAllJSON,18:09:04,18:09:04,4.432,23
GetAllJSON,18:09:05,18:09:05,5.771,24
GetAllJSON,18:09:09,18:09:09,3.394,25
GetAllJSON,18:09:10,18:09:10,3.317,26
GetAllJSON,18:09:10,18:09:10,3.439,27
GetAllJSON,18:09:11,18:09:11,4.105,28
GetAllJSON,18:09:12,18:09:12,3.133,29
GetAllJSON,18:09:13,18:09:13,4.351,30
GetAllPostgreSQL,15:52:44,15:52:44,5.880,1
GetAllPostgreSQL,15:53:57,15:53:57,2.494,2
GetAllPostgreSQL,15:56:03,15:56:03,2.657,3
GetAllPostgreSQL,16:21:23,16:21:23,3.736,4
GetAllPostgreSQL,16:21:24,16:21:24,3.936,5
GetAllPostgreSQL,16:21:34,16:21:34,3.200,6
GetAllPostgreSQL,16:43:35,16:43:35,2.375,7
GetAllPostgreSQL,16:43:57,16:43:57,3.340,8
GetAllPostgreSQL,16:46:37,16:46:37,4.825,9
GetAllPostgreSQL,16:47:22,16:47:22,1.996,10
GetAllPostgreSQL,12:51:51,12:51:51,2.655,11
GetAllPostgreSQL,12:51:52,12:51:52,2.262,12
GetAllPostgreSQL,12:51:52,12:51:52,1.848,13
GetAllPostgreSQL,12:51:53,12:51:53,1.248,14
GetAllPostgreSQL,12:51:54,12:51:54,2.507,15
GetAllPostgreSQL,12:51:54,12:51:54,2.769,16
GetAllPostgreSQL,12:51:55,12:51:55,1.285,17
GetAllPostgreSQL,12:51:56,12:51:56,2.199,18
GetAllPostgreSQL,12:51:56,12:51:56,1.722,19
GetAllPostgreSQL,12:51:57,12:51:57,1.775,20
GetAllPostgreSQL,12:51:58,12:51:58,1.553,21
GetAllPostgreSQL,12:51:58,12:51:58,1.670,22
GetAllPostgreSQL,12:51:59,12:51:59,1.633,23
GetAllPostgreSQL,12:52:00,12:52:00,1.376,24
GetAllPostgreSQL,12:52:00,12:52:00,1.566,25
GetAllPostgreSQL,12:52:02,12:52:02,1.243,26
GetAllPostgreSQL,12:52:03,12:52:03,1.651,27
GetAllPostgreSQL,12:52:04,12:52:04,1.271,28
GetAllPostgreSQL,12:52:04,12:52:04,2.187,29
GetAllPostgreSQL,12:52:05,12:52:05,2.712,30
GetByEmailJSON,17:51:51,17:51:51,2.682,1
GetByEmailJSON,17:51:57,17:51:57,3.352,2
GetByEmailJSON,17:52:01,17:52:01,3.095,3
GetByEmailJSON,17:59:32,17:59:32,3.323,4
GetByEmailJSON,17:59:33,17:59:33,3.113,5
GetByEmailJSON,17:59:37,17:59:37,2.752,6
GetByEmailJSON,17:59:40,17:59:40,3.448,7
GetByEmailJSON,17:59:42,17:59:42,3.306,8
GetByEmailJSON,17:59:44,17:59:44,3.214,9
GetByEmailJSON,17:59:46,17:59:46,3.787,10
GetByEmailJSON,17:59:48,17:59:48,4.015,11
GetByEmailJSON,17:59:51,17:59:51,3.244,12
GetByEmailJSON,17:59:52,17:59:52,3.036,13
GetByEmailJSON,18:00:03,18:00:03,3.269,14
GetByEmailJSON,18:00:05,18:00:05,2.847,15
GetByEmailJSON,18:00:07,18:00:07,3.464,16
GetByEmailJSON,18:00:08,18:00:08,2.152,17
GetByEmailJSON,18:00:10,18:00:10,3.287,18
GetByEmailJSON,18:00:12,18:00:12,2.251,19
GetByEmailJSON,18:00:14,18:00:14,3.014,20
GetByEmailJSON,18:00:15,18:00:15,3.449,21
GetByEmailJSON,18:00:17,18:00:17,3.349,22
GetByEmailJSON,18:00:19,18:00:19,3.536,23
GetByEmailJSON,18:00:21,18:00:21,3.427,24
GetByEmailJSON,18:00:22,18:00:22,3.398,25
GetByEmailJSON,18:00:24,18:00:24,3.235,26
GetByEmailJSON,18:00:26,18:00:26,3.350,27
GetByEmailJSON,18:00:28,18:00:28,2.632,28
GetByEmailJSON,18:00:29,18:00:29,3.651,29
GetByEmailJSON,18:00:32,18:00:32,2.865,30
GetByEmailPostgreSQL,15:54:00,15:54:00,4.260,1
GetByEmailPostgreSQL,15:54:02,15:54:02,4.264,2
GetByEmailPostgreSQL,15:54:04,15:54:04,4.980,3
GetByEmailPostgreSQL,15:54:06,15:54:06,5.080,4
GetByEmailPostgreSQL,15:54:08,15:54:08,5.111,5
GetByEmailPostgreSQL,15:56:14,15:56:14,3.853,6
GetByEmailPostgreSQL,15:56:16,15:56:16,4.687,7
GetByEmailPostgreSQL,15:56:18,15:56:18,4.123,8
GetByEmailPostgreSQL,15:56:20,15:56:20,4.702,9
GetByEmailPostgreSQL,16:22:03,16:22:03,6.488,10
GetByEmailPostgreSQL,16:42:30,16:42:30,7.049,11
GetByEmailPostgreSQL,16:42:37,16:42:37,5.349,12
GetByEmailPostgreSQL,16:42:39,16:42:39,5.112,13
GetByEmailPostgreSQL,16:42:42,16:42:42,5.065,14
GetByEmailPostgreSQL,16:43:37,16:43:37,4.263,15
GetByEmailPostgreSQL,16:43:39,16:43:39,4.360,16
GetByEmailPostgreSQL,16:43:41,16:43:41,4.154,17
GetByEmailPostgreSQL,16:43:42,16:43:42,4.683,18
GetByEmailPostgreSQL,16:43:44,16:43:44,5.600,19
GetByEmailPostgreSQL,16:43:59,16:43:59,4.366,20
GetByEmailPostgreSQL,16:44:01,16:44:01,4.388,21
GetByEmailPostgreSQL,16:44:03,16:44:03,5.388,22
GetByEmailPostgreSQL,16:44:05,16:44:05,4.639,23
GetByEmailPostgreSQL,16:44:14,16:44:14,6.948,24
GetByEmailPostgreSQL,16:44:15,16:44:15,5.689,25
GetByEmailPostgreSQL,16:44:17,16:44:17,4.745,26
GetByEmailPostgreSQL,16:44:18,16:44:18,4.614,27
GetByEmailPostgreSQL,16:44:34,16:44:34,6.269,28
GetByEmailPostgreSQL,16:44:37,16:44:37,4.509,29
GetByEmailPostgreSQL,16:44:39,16:44:39,5.195,30
GetByGenderJSON,17:52:26,17:52:26,3.762,1
GetByGenderJSON,17:52:34,17:52:34,3.336,2
GetByGenderJSON,17:52:47,17:52:47,2.663,3
GetByGenderJSON,18:00:59,18:00:59,2.690,4
GetByGenderJSON,18:01:01,18:01:01,3.883,5
GetByGenderJSON,18:01:03,18:01:03,3.939,6
GetByGenderJSON,18:01:05,18:01:05,3.342,7
GetByGenderJSON,18:01:06,18:01:06,3.505,8
GetByGenderJSON,18:01:08,18:01:08,2.797,9
GetByGenderJSON,18:01:10,18:01:10,3.422,10
GetByGenderJSON,18:01:11,18:01:11,3.647,11
GetByGenderJSON,18:01:13,18:01:13,3.144,12
GetByGenderJSON,18:01:14,18:01:14,2.460,13
GetByGenderJSON,18:01:16,18:01:16,3.261,14
GetByGenderJSON,18:01:18,18:01:18,2.764,15
GetByGenderJSON,18:01:19,18:01:19,3.003,16
GetByGenderJSON,18:01:21,18:01:21,3.141,17
GetByGenderJSON,18:01:22,18:01:22,2.991,18
GetByGenderJSON,18:01:23,18:01:23,3.287,19
GetByGenderJSON,18:01:25,18:01:25,3.007,20
GetByGenderJSON,18:01:27,18:01:27,2.886,21
GetByGenderJSON,18:01:29,18:01:29,3.223,22
GetByGenderJSON,18:01:31,18:01:31,3.316,23
GetByGenderJSON,18:01:33,18:01:33,3.814,24
GetByGenderJSON,18:01:34,18:01:34,3.337,25
GetByGenderJSON,18:01:36,18:01:36,3.373,26
GetByGenderJSON,18:01:39,18:01:39,3.179,27
GetByGenderJSON,18:01:41,18:01:41,2.859,28
GetByGenderJSON,18:01:43,18:01:43,3.470,29
GetByGenderJSON,18:01:44,18:01:44,3.095,30
GetByGenderPostgreSQL,15:54:10,15:54:10,4.440,1
GetByGenderPostgreSQL,15:54:12,15:54:12,4.193,2
GetByGenderPostgreSQL,15:54:14,15:54:14,4.365,3
GetByGenderPostgreSQL,15:54:16,15:54:16,3.095,4
GetByGenderPostgreSQL,15:54:18,15:54:18,3.450,5
GetByGenderPostgreSQL,15:54:20,15:54:20,2.862,6
GetByGenderPostgreSQL,15:56:22,15:56:22,3.733,7
GetByGenderPostgreSQL,15:56:24,15:56:24,2.685,8
GetByGenderPostgreSQL,15:56:25,15:56:25,3.721,9
GetByGenderPostgreSQL,15:56:27,15:56:27,5.249,10
GetByGenderPostgreSQL,16:44:47,16:44:47,3.739,11
GetByGenderPostgreSQL,16:44:49,16:44:49,4.761,12
GetByGenderPostgreSQL,16:44:51,16:44:51,2.474,13
GetByGenderPostgreSQL,16:44:55,16:44:55,4.618,14
GetByGenderPostgreSQL,16:46:32,16:46:32,79.805,15
GetByGenderPostgreSQL,16:46:35,16:46:35,1.350,16
GetByGenderPostgreSQL,16:46:39,16:46:39,1.402,17
GetByGenderPostgreSQL,16:46:41,16:46:41,1.318,18
GetByGenderPostgreSQL,16:46:43,16:46:43,2.137,19
GetByGenderPostgreSQL,16:47:01,16:47:01,2.247,20
GetByGenderPostgreSQL,16:47:03,16:47:03,1.696,21
GetByGenderPostgreSQL,16:47:09,16:47:09,0.856,22
GetByGenderPostgreSQL,16:47:11,16:47:11,1.651,23
GetByGenderPostgreSQL,16:47:21,16:47:21,1.967,24
GetByGenderPostgreSQL,16:47:24,16:47:24,2.392,25
GetByGenderPostgreSQL,16:47:26,16:47:26,1.184,26
GetByGenderPostgreSQL,16:47:28,16:47:28,1.382,27
GetByGenderPostgreSQL,16:47:30,16:47:30,1.258,28
GetByGenderPostgreSQL,16:47:39,16:47:39,3.315,29
GetByGenderPostgreSQL,16:47:40,16:47:40,1.382,30
GetByIDJSON,17:46:35,17:46:35,3.216,1
GetByIDJSON,17:47:01,17:47:01,3.240,2
GetByIDJSON,17:47:08,17:47:08,3.847,3
GetByIDJSON,17:47:14,17:47:14,2.835,4
GetByIDJSON,17:47:20,17:47:20,3.130,5
GetByIDJSON,17:47:27,17:47:27,2.251,6
GetByIDJSON,17:47:33,17:47:33,2.932,7
GetByIDJSON,17:47:42,17:47:42,3.272,8
GetByIDJSON,17:47:51,17:47:51,3.198,9
GetByIDJSON,17:47:57,17:47:57,3.309,10
GetByIDJSON,17:48:03,17:48:03,3.540,11
GetByIDJSON,17:48:08,17:48:08,2.237,12
GetByIDJSON,17:48:21,17:48:21,3.184,13
GetByIDJSON,17:48:26,17:48:26,3.154,14
GetByIDJSON,17:48:34,17:48:34,2.726,15
GetByIDJSON,17:48:42,17:48:42,2.775,16
GetByIDJSON,17:48:49,17:48:49,3.175,17
GetByIDJSON,17:48:56,17:48:56,3.401,18
GetByIDJSON,17:49:16,17:49:16,2.608,19
GetByIDJSON,17:49:23,17:49:23,2.185,20
GetByIDJSON,17:49:34,17:49:34,3.694,21
GetByIDJSON,17:49:40,17:49:40,2.779,22
GetByIDJSON,17:49:48,17:49:48,2.955,23
GetByIDJSON,17:50:03,17:50:03,3.522,24
GetByIDJSON,17:50:11,17:50:11,2.733,25
GetByIDJSON,17:50:19,17:50:19,3.119,26
GetByIDJSON,17:50:27,17:50:27,2.714,27
GetByIDJSON,17:50:35,17:50:35,2.187,28
GetByIDJSON,17:50:40,17:50:40,3.303,29
GetByIDJSON,17:50:55,17:50:55,2.683,30
GetByIDPostgreSQL,18:26:48,18:26:48,0.615,1
GetByIDPostgreSQL,19:20:31,19:20:31,3.514,2
GetByIDPostgreSQL,19:20:37,19:20:37,0.505,3
GetByIDPostgreSQL,19:20:43,19:20:43,0.506,4
GetByIDPostgreSQL,19:20:48,19:20:48,0.506,5
GetByIDPostgreSQL,19:20:55,19:20:55,0.612,6
GetByIDPostgreSQL,19:21:07,19:21:07,0.514,7
GetByIDPostgreSQL,21:35:17,21:35:17,1.554,8
GetByIDPostgreSQL,21:35:25,21:35:25,0.512,9
GetByIDPostgreSQL,21:37:14,21:37:14,0.507,10
GetByIDPostgreSQL,21:37:18,21:37:18,0.543,11
GetByIDPostgreSQL,22:24:26,22:24:26,0.618,12
GetByIDPostgreSQL,22:24:33,22:24:33,0.507,13
GetByIDPostgreSQL,22:24:42,22:24:42,0.507,14
GetByIDPostgreSQL,22:24:52,22:24:52,0.507,15
GetByIDPostgreSQL,15:43:28,15:43:28,7.449,16
GetByIDPostgreSQL,15:43:59,15:43:59,0.613,17
GetByIDPostgreSQL,15:44:05,15:44:05,1.131,18
GetByIDPostgreSQL,15:44:15,15:44:15,1.088,19
GetByIDPostgreSQL,15:46:36,15:46:36,1.040,20
GetByIDPostgreSQL,15:46:42,15:46:42,0.508,21
GetByIDPostgreSQL,15:46:52,15:46:52,1.181,22
GetByIDPostgreSQL,15:47:08,15:47:08,0.512,23
GetByIDPostgreSQL,15:47:20,15:47:20,1.490,24
GetByIDPostgreSQL,15:47:30,15:47:30,1.508,25
GetByIDPostgreSQL,15:47:39,15:47:39,1.133,26
GetByIDPostgreSQL,15:48:27,15:48:27,0.647,27
GetByIDPostgreSQL,15:48:36,15:48:36,0.586,28
GetByIDPostgreSQL,15:48:43,15:48:43,0.511,29
GetByIDPostgreSQL,15:48:56,15:48:56,0.574,30
GetByNameJSON,17:51:16,17:51:16,3.282,1
GetByNameJSON,17:51:17,17:51:17,3.312,2
GetByNameJSON,17:51:19,17:51:19,3.096,3
GetByNameJSON,17:51:34,17:51:34,3.883,4
GetByNameJSON,17:57:51,17:57:51,3.493,5
GetByNameJSON,17:57:53,17:57:53,3.833,6
GetByNameJSON,17:57:54,17:57:54,2.204,7
GetByNameJSON,17:57:57,17:57:57,3.974,8
GetByNameJSON,17:57:58,17:57:58,2.833,9
GetByNameJSON,17:57:59,17:57:59,3.151,10
GetByNameJSON,17:58:24,17:58:24,2.453,11
GetByNameJSON,17:58:25,17:58:25,2.704,12
GetByNameJSON,17:58:27,17:58:27,3.420,13
GetByNameJSON,17:58:29,17:58:29,3.221,14
GetByNameJSON,17:58:30,17:58:30,3.112,15
GetByNameJSON,17:58:32,17:58:32,3.231,16
GetByNameJSON,17:58:35,17:58:35,3.600,17
GetByNameJSON,17:58:37,17:58:37,3.240,18
GetByNameJSON,17:58:38,17:58:38,3.388,19
GetByNameJSON,17:58:40,17:58:40,2.836,20
GetByNameJSON,17:58:41,17:58:41,2.979,21
GetByNameJSON,17:58:43,17:58:43,3.293,22
GetByNameJSON,17:58:45,17:58:45,3.277,23
GetByNameJSON,17:58:46,17:58:46,3.553,24
GetByNameJSON,17:58:50,17:58:50,2.992,25
GetByNameJSON,17:58:52,17:58:52,3.895,26
GetByNameJSON,17:59:08,17:59:08,3.894,27
GetByNameJSON,17:59:10,17:59:10,2.964,28
GetByNameJSON,17:59:12,17:59:12,3.253,29
GetByNameJSON,17:59:30,17:59:30,2.780,30
GetByNamePostgreSQL,15:53:50,15:53:50,5.106,1
GetByNamePostgreSQL,15:53:51,15:53:51,3.519,2
GetByNamePostgreSQL,15:53:53,15:53:53,3.591,3
GetByNamePostgreSQL,15:53:54,15:53:54,3.056,4
GetByNamePostgreSQL,15:53:56,15:53:56,4.049,5
GetByNamePostgreSQL,15:56:06,15:56:06,3.353,6
GetByNamePostgreSQL,15:56:07,15:56:07,3.126,7
GetByNamePostgreSQL,15:56:09,15:56:09,3.565,8
GetByNamePostgreSQL,15:56:10,15:56:10,3.565,9
GetByNamePostgreSQL,15:56:12,15:56:12,7.525,10
GetByNamePostgreSQL,15:56:29,15:56:29,3.519,11
GetByNamePostgreSQL,15:56:30,15:56:30,4.541,12
GetByNamePostgreSQL,15:56:32,15:56:32,3.561,13
GetByNamePostgreSQL,15:56:34,15:56:34,4.352,14
GetByNamePostgreSQL,15:56:35,15:56:36,3.603,15
GetByNamePostgreSQL,15:56:38,15:56:38,3.665,16
GetByNamePostgreSQL,15:56:39,15:56:39,3.357,17
GetByNamePostgreSQL,15:56:42,15:56:42,3.894,18
GetByNamePostgreSQL,16:21:27,16:21:27,3.268,19
GetByNamePostgreSQL,16:21:29,16:21:29,4.061,20
GetByNamePostgreSQL,16:21:30,16:21:30,4.158,21
GetByNamePostgreSQL,16:21:32,16:21:32,4.213,22
GetByNamePostgreSQL,16:21:36,16:21:36,3.874,23
GetByNamePostgreSQL,16:21:37,16:21:37,1.978,24
GetByNamePostgreSQL,16:21:39,16:21:39,3.562,25
GetByNamePostgreSQL,16:21:41,16:21:41,3.527,26
GetByNamePostgreSQL,16:21:42,16:21:42,3.028,27
GetByNamePostgreSQL,16:21:44,16:21:44,8.081,28
GetByNamePostgreSQL,16:21:46,16:21:46,3.580,29
GetByNamePostgreSQL,16:22:00,16:22:00,4.210,30
InsertJSON,16:56:05,16:56:05,1.359,1
InsertJSON,16:56:25,16:56:25,3.734,2
InsertJSON,17:20:23,17:20:23,1.694,3
InsertJSON,17:33:23,17:33:23,2.952,4
InsertJSON,17:33:32,17:33:32,1.839,5
InsertJSON,17:33:42,17:33:42,1.330,6
InsertJSON,17:36:11,17:36:11,1.709,7
InsertJSON,17:36:20,17:36:20,1.462,8
InsertJSON,17:36:28,17:36:28,1.387,9
InsertJSON,17:36:36,17:36:36,1.674,10
InsertJSON,18:33:39,18:33:39,1.133,11
InsertJSON,18:33:47,18:33:47,2.016,12
InsertJSON,18:33:56,18:33:56,1.691,13
InsertJSON,18:34:04,18:34:04,0.969,14
InsertJSON,18:34:12,18:34:12,3.705,15
InsertJSON,18:35:47,18:35:47,1.363,16
InsertJSON,18:35:55,18:35:55,1.472,17
InsertJSON,18:36:08,18:36:08,1.287,18
InsertJSON,18:36:27,18:36:27,1.110,19
InsertJSON,18:36:36,18:36:36,1.755,20
InsertJSON,18:36:44,18:36:44,1.292,21
InsertJSON,18:36:52,18:36:52,0.707,22
InsertJSON,18:37:31,18:37:31,2.265,23
InsertJSON,18:37:38,18:37:38,1.082,24
InsertJSON,18:37:46,18:37:46,1.056,25
InsertJSON,18:37:58,18:37:58,0.785,26
InsertJSON,18:38:05,18:38:05,1.302,27
InsertJSON,18:38:57,18:38:57,1.145,28
InsertJSON,18:39:08,18:39:08,1.186,29
InsertJSON,12:51:31,12:51:31,1.696,30
InsertPostgreSQL,16:56:05,16:56:05,40.212,1
InsertPostgreSQL,16:56:25,16:56:25,43.959,2
InsertPostgreSQL,17:20:23,17:20:23,36.912,3
InsertPostgreSQL,17:33:23,17:33:23,34.526,4
InsertPostgreSQL,17:33:32,17:33:32,36.015,5
InsertPostgreSQL,17:33:42,17:33:42,38.752,6
InsertPostgreSQL,17:36:11,17:36:11,42.140,7
InsertPostgreSQL,17:36:20,17:36:20,37.982,8
InsertPostgreSQL,17:36:28,17:36:28,38.091,9
InsertPostgreSQL,17:36:36,17:36:37,37.344,10
InsertPostgreSQL,18:33:39,18:33:39,23.179,11
InsertPostgreSQL,18:33:47,18:33:47,20.912,12
InsertPostgreSQL,18:33:56,18:33:56,23.081,13
InsertPostgreSQL,18:34:04,18:34:04,21.278,14
InsertPostgreSQL,18:34:12,18:34:12,21.668,15
InsertPostgreSQL,18:35:47,18:35:47,23.637,16
InsertPostgreSQL,18:35:55,18:35:55,24.375,17
InsertPostgreSQL,18:36:08,18:36:08,22.115,18
InsertPostgreSQL,18:36:27,18:36:27,21.585,19
InsertPostgreSQL,18:36:36,18:36:36,22.769,20
InsertPostgreSQL,18:36:44,18:36:44,22.711,21
InsertPostgreSQL,18:36:52,18:36:52,22.061,22
InsertPostgreSQL,18:37:31,18:37:31,23.307,23
InsertPostgreSQL,18:37:38,18:37:38,22.874,24
InsertPostgreSQL,18:37:46,18:37:46,19.304,25
InsertPostgreSQL,18:37:58,18:37:58,24.221,26
InsertPostgreSQL,18:38:05,18:38:05,23.215,27
